track,scenario,model,loss_config,ablation,runs,mean_primary_error,std_primary_error,best_primary_error,best_seed,best_run_id,source_dirs
empirical_closure,wave_synth,MiNO-Plus,proxy_0.02_0.02,full,10,0.3064826228655875,0.1878939595911867,0.1543811596930027,7,proxy_sweep_wave_synth_proxy_0p02_0p02_full_7,generated/empirical_closure/ablation_core;generated/empirical_closure/ablation_micro;generated/empirical_closure/proxy_sweep;generated/empirical_closure/smoke;generated/empirical_closure/smoke_quick;generated/empirical_closure/smoke_quick_v2
empirical_closure,wave_synth,MiNO-Plus,proxy_0.02_0.02,no_local_refine,4,0.5566727053374052,0.015075306350492474,0.5421062633395195,11,ablation_core_wave_synth_proxy_0p02_0p02_no_local_refine_11,generated/empirical_closure/ablation_core;generated/empirical_closure/ablation_micro
empirical_closure,wave_synth,MiNO-Plus,proxy_0.02_0.02,no_symbol,3,0.15681910514831543,0.0025227521017290636,0.15357238799333572,7,ablation_core_wave_synth_proxy_0p02_0p02_no_symbol_7,generated/empirical_closure/ablation_core
empirical_closure,wave_synth,MiNO-Plus,proxy_0.02_0.02,no_transport,3,0.15726113008956114,0.0026631431443834403,0.15429336950182915,7,ablation_core_wave_synth_proxy_0p02_0p02_no_transport_7,generated/empirical_closure/ablation_core
long_rollout,navier_stokes_long_rollout_synth,MiNO-Plus,,,3,1.3833448092142742,0.022523377706096102,1.3545273542404175,19,navier_stokes_long_rollout_synth_MiNO-Plus_19_4_local_smoke,generated/long_rollout/local_smoke
one_step_benchmark,darcy_synth,Conv-FNO,,,1,0.9994115233421326,0.0,0.9994115233421326,7,darcy_synth_Conv-FNO_7,generated/benchmark_synth_official_e16
one_step_benchmark,darcy_synth,FNO,,,1,1.0007750689983368,0.0,1.0007750689983368,7,darcy_synth_FNO_7,generated/benchmark_synth_official_e16
one_step_benchmark,darcy_synth,FNO+LearnedLocalTC,,,1,1.0013731718063354,0.0,1.0013731718063354,7,darcy_synth_FNO+LearnedLocalTC_7,generated/benchmark_synth_official_e16
one_step_benchmark,darcy_synth,FNOStyle,,,1,1.0004138052463531,0.0,1.0004138052463531,7,darcy_synth_FNOStyle_7,generated/benchmark_smoke
one_step_benchmark,darcy_synth,LocalKernel,,,1,1.000119462609291,0.0,1.000119462609291,7,darcy_synth_LocalKernel_7,generated/benchmark_smoke
one_step_benchmark,darcy_synth,MiNO,,,1,0.9987415224313736,0.0,0.9987415224313736,7,darcy_synth_MiNO_7,generated/benchmark_smoke
one_step_benchmark,darcy_synth,MiNO-Core,,,2,0.9988323338329792,3.3389776945114136e-05,0.9987989440560341,7,darcy_synth_MiNO-Core_7,generated/benchmark_stage1_breadth;generated/benchmark_synth_official_e16
one_step_benchmark,darcy_synth,MiNO-Plus,,,2,0.9997706674039364,0.00011647120118141174,0.999654196202755,7,darcy_synth_MiNO-Plus_7,generated/benchmark_stage1_breadth;generated/benchmark_synth_official_e16
one_step_benchmark,darcy_synth,UNO,,,1,1.0013728737831116,0.0,1.0013728737831116,7,darcy_synth_UNO_7,generated/benchmark_synth_official_e16
one_step_benchmark,darcy_synth,WNO-Official,,,1,1.0012174844741821,0.0,1.0012174844741821,7,darcy_synth_WNO-Official_7,generated/benchmark_synth_official_e16
one_step_benchmark,diffusion_neumann_control,Conv-FNO,,,9,0.01753746683759719,0.0022035740075384874,0.015253473861845127,11,diffusion_neumann_control_Conv-FNO_11,generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_control,DCR-NO,,,90,0.00603259161931437,8.376675867229806e-06,0.006026077389539423,47,diffusion_neumann_control_DCR-NO_47,generated/benchmark_stage0_smoke_v2;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_control,FNO,,,11,0.17363189888874023,0.3450705410832225,0.009499287818756598,19,diffusion_neumann_control_FNO_19,generated/benchmark_stage0_smoke;generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_control,FNO+LearnedLocalTC,,,9,0.011246571139391379,0.00030742859772884716,0.010843376758127693,7,diffusion_neumann_control_FNO+LearnedLocalTC_7,generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_control,FNOStyle,,,2,0.07095637576033671,0.011911340989172455,0.05904503477116426,7,diffusion_neumann_control_FNOStyle_7,generated/benchmark_focus_e8;generated/benchmark_smoke
one_step_benchmark,diffusion_neumann_control,LocalKernel,,,1,0.4021451522906621,0.0,0.4021451522906621,7,diffusion_neumann_control_LocalKernel_7,generated/benchmark_smoke
one_step_benchmark,diffusion_neumann_control,MiNO,,,2,0.00461656196663777,0.00010456940314422037,0.00451199256349355,7,diffusion_neumann_control_MiNO_7,generated/benchmark_focus_e8;generated/benchmark_smoke
one_step_benchmark,diffusion_neumann_control,MiNO-Core,,,6,0.00445619033740109,0.00026691455947899296,0.0041639871972923475,7,diffusion_neumann_control_MiNO-Core_7,generated/benchmark_stage0_smoke;generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_control,MiNO-Plus,,,6,0.0045204502304032855,0.00018621223691019898,0.00428520399145782,7,diffusion_neumann_control_MiNO-Plus_7,generated/benchmark_stage0_smoke;generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_control,UNO,,,11,0.04237474717846293,0.06659946538031625,0.010492982590912652,7,diffusion_neumann_control_UNO_7,generated/benchmark_stage0_smoke;generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_control,WNO-style,,,9,0.004812347492061977,0.0005470065630787125,0.004249553121155957,7,diffusion_neumann_control_WNO-style_7,generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_positive,Conv-FNO,,,6,0.01751665173829107,0.0022946427333655046,0.014902924424592137,11,diffusion_neumann_positive_Conv-FNO_11,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_positive,DCR-NO,,,45,0.2167361715148247,0.003972038465097529,0.20480377911708603,7,diffusion_neumann_positive_DCR-NO_7,generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_positive,FNO,,,6,0.011251651445167227,0.0010851248121800483,0.009722582350403726,19,diffusion_neumann_positive_FNO_19,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_positive,FNO+LearnedLocalTC,,,6,0.011355566772533129,0.00028421463410794234,0.010992066871218032,7,diffusion_neumann_positive_FNO+LearnedLocalTC_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_positive,FNOStyle,,,1,0.059099333360791206,0.0,0.059099333360791206,7,diffusion_neumann_positive_FNOStyle_7,generated/benchmark_focus_e8
one_step_benchmark,diffusion_neumann_positive,MiNO,,,1,0.006205486211304863,0.0,0.006205486211304863,7,diffusion_neumann_positive_MiNO_7,generated/benchmark_focus_e8
one_step_benchmark,diffusion_neumann_positive,MiNO-Core,,,4,0.006028578442055732,8.787395191011828e-05,0.0059568338717023534,11,diffusion_neumann_positive_MiNO-Core_11,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_positive,MiNO-Plus,,,4,0.006075328225657965,7.077413904860839e-05,0.0059793590335175395,7,diffusion_neumann_positive_MiNO-Plus_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_positive,UNO,,,6,0.011202334439660856,0.0004708042625958753,0.010782047163882438,7,diffusion_neumann_positive_UNO_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,diffusion_neumann_positive,WNO-style,,,6,0.005381585388191535,0.0004933262815948413,0.004868104830847662,7,diffusion_neumann_positive_WNO-style_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_control,Conv-FNO,,,9,0.02209237681071467,0.001624016944902493,0.020162013062258944,11,helmholtz_dirichlet_control_Conv-FNO_11,generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_control,DCR-NO,,,76,0.0026630797914348704,2.939540392633562e-07,0.002662562164408078,47,helmholtz_dirichlet_control_DCR-NO_47,generated/benchmark_stage0_smoke_v2;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_control,FNO,,,11,0.20845772889943573,0.3499668145625492,0.04092345167537351,19,helmholtz_dirichlet_control_FNO_19,generated/benchmark_stage0_smoke;generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_control,FNO+LearnedLocalTC,,,9,0.0354467660286313,0.004140638990653227,0.03033149581155878,11,helmholtz_dirichlet_control_FNO+LearnedLocalTC_11,generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_control,FNOStyle,,,2,0.13919847086071968,0.06155264750123024,0.07764582335948944,7,helmholtz_dirichlet_control_FNOStyle_7,generated/benchmark_focus_e8;generated/benchmark_smoke
one_step_benchmark,helmholtz_dirichlet_control,LocalKernel,,,1,0.7683190703392029,0.0,0.7683190703392029,7,helmholtz_dirichlet_control_LocalKernel_7,generated/benchmark_smoke
one_step_benchmark,helmholtz_dirichlet_control,MiNO,,,4,0.18395946640521288,0.022545357676292156,0.16255510225892067,7,helmholtz_dirichlet_control_MiNO_7,generated/benchmark_focus_e8;generated/benchmark_mino_tune_lf0;generated/benchmark_mino_tune_patch24;generated/benchmark_smoke
one_step_benchmark,helmholtz_dirichlet_control,MiNO-Core,,,6,0.15713284195711216,0.005377712474662405,0.15232443188627562,11,helmholtz_dirichlet_control_MiNO-Core_11,generated/benchmark_stage0_smoke;generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_control,MiNO-Plus,,,6,0.10193000899420844,0.04076463752520669,0.05950927982727686,7,helmholtz_dirichlet_control_MiNO-Plus_7,generated/benchmark_stage0_smoke;generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_control,UNO,,,11,0.05735850646762798,0.08064586930929432,0.014151907585585858,19,helmholtz_dirichlet_control_UNO_19,generated/benchmark_stage0_smoke;generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_control,WNO-style,,,9,0.029132059328254876,0.002128849432383661,0.026843124400967085,7,helmholtz_dirichlet_control_WNO-style_7,generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_positive,Conv-FNO,,,6,0.05593061232055256,0.003402346625112312,0.051489646602906024,11,helmholtz_dirichlet_positive_Conv-FNO_11,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_positive,DCR-NO,,,38,0.5685955646881622,0.002529931855402794,0.5629845784436487,37,helmholtz_dirichlet_positive_DCR-NO_37,generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_positive,FNO,,,6,0.0812261675778944,0.0020418671651668088,0.07953434990251292,19,helmholtz_dirichlet_positive_FNO_19,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_positive,FNO+LearnedLocalTC,,,6,0.08083429824525375,0.0027280032713260316,0.07857877795701307,7,helmholtz_dirichlet_positive_FNO+LearnedLocalTC_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_positive,FNOStyle,,,1,0.1867283098399639,0.0,0.1867283098399639,7,helmholtz_dirichlet_positive_FNOStyle_7,generated/benchmark_focus_e8
one_step_benchmark,helmholtz_dirichlet_positive,MiNO,,,3,0.4108863224585851,0.05364405219398952,0.3729540780186653,7,helmholtz_dirichlet_positive_MiNO_7,generated/benchmark_focus_e8;generated/benchmark_mino_tune_lf0;generated/benchmark_mino_tune_patch24
one_step_benchmark,helmholtz_dirichlet_positive,MiNO-Core,,,4,0.29667546196530264,0.019160770298526458,0.2738901103536288,7,helmholtz_dirichlet_positive_MiNO-Core_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_positive,MiNO-Plus,,,4,0.2249629631017645,0.0030922644093942316,0.2197974535326163,7,helmholtz_dirichlet_positive_MiNO-Plus_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_positive,UNO,,,6,0.043177353270458706,0.002594217492194132,0.04067187928800391,19,helmholtz_dirichlet_positive_UNO_19,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_dirichlet_positive,WNO-style,,,6,0.06129865574561998,0.00045263647229940474,0.060658538348964265,7,helmholtz_dirichlet_positive_WNO-style_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_highk_control,Conv-FNO,,,3,0.03108686762167884,0.0019824513819464394,0.02852396709853819,11,helmholtz_highk_control_Conv-FNO_11,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_highk_control,FNO,,,3,0.06987181924717582,0.00040609818379854705,0.06938099724328746,7,helmholtz_highk_control_FNO_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_highk_control,FNO+LearnedLocalTC,,,3,0.07013933985587437,0.00031164465998782717,0.06989787725208646,19,helmholtz_highk_control_FNO+LearnedLocalTC_19,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_highk_control,MiNO-Core,,,1,0.40648942689100903,0.0,0.40648942689100903,7,helmholtz_highk_control_MiNO-Core_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_highk_control,MiNO-Plus,,,1,0.351360281308492,0.0,0.351360281308492,7,helmholtz_highk_control_MiNO-Plus_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_highk_control,UNO,,,3,0.03086131475432411,0.0031931139536063437,0.027328409654632596,7,helmholtz_highk_control_UNO_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_highk_control,WNO-style,,,3,0.0635108803370521,0.000956631976894282,0.06280910468884154,7,helmholtz_highk_control_WNO-style_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_highk_positive,Conv-FNO,,,6,0.05774229647056566,0.0016368262540773736,0.05611739488970314,19,helmholtz_highk_positive_Conv-FNO_19,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_highk_positive,FNO,,,6,0.11568739135066147,0.0011932050085758554,0.1140699619739956,19,helmholtz_highk_positive_FNO_19,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_highk_positive,FNO+LearnedLocalTC,,,6,0.11435076919689498,0.002714875602069042,0.11240853968529763,19,helmholtz_highk_positive_FNO+LearnedLocalTC_19,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_highk_positive,MiNO-Core,,,4,0.4699961505830288,0.013969037026599556,0.451427586376667,7,helmholtz_highk_positive_MiNO-Core_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_highk_positive,MiNO-Plus,,,6,0.45884091075923705,0.08921672635870867,0.38132329533497494,7,helmholtz_highk_positive_MiNO-Plus_7,generated/benchmark_default_highk_smoke;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1;generated/benchmark_stage3_flagship_plus_smoke
one_step_benchmark,helmholtz_highk_positive,UNO,,,6,0.052306383034877175,0.0017994835502312472,0.05005654340976218,11,helmholtz_highk_positive_UNO_11,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_highk_positive,WNO-style,,,6,0.08981560833428755,0.000635158643905399,0.08931529661195436,7,helmholtz_highk_positive_WNO-style_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_impedance_control,Conv-FNO,,,3,0.04185843667098851,0.001296442475958392,0.04086676485719438,11,helmholtz_impedance_control_Conv-FNO_11,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_control,FNO,,,3,0.059864520769914456,0.0018537347317040273,0.05724348903611581,11,helmholtz_impedance_control_FNO_11,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_control,FNO+LearnedLocalTC,,,3,0.054578068793846565,0.0021530076212261293,0.051956475508974635,11,helmholtz_impedance_control_FNO+LearnedLocalTC_11,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_control,MiNO-Core,,,1,0.1788896806538105,0.0,0.1788896806538105,7,helmholtz_impedance_control_MiNO-Core_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_control,MiNO-Plus,,,1,0.145415889720122,0.0,0.145415889720122,7,helmholtz_impedance_control_MiNO-Plus_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_control,UNO,,,3,0.037353318857499054,0.0049214009413810714,0.030440644771107042,19,helmholtz_impedance_control_UNO_19,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_control,WNO-style,,,3,0.049425987867165,0.0034840136519188976,0.046814114955756346,7,helmholtz_impedance_control_WNO-style_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_positive,Conv-FNO,,,3,0.0808151502971778,0.001285264773038977,0.07899773119645538,7,helmholtz_impedance_positive_Conv-FNO_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_positive,FNO,,,3,0.10163319146922796,0.001405249787640627,0.1000010302282331,19,helmholtz_impedance_positive_FNO_19,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_positive,FNO+LearnedLocalTC,,,3,0.10097301503273538,0.0004723472440266347,0.10032109970238472,19,helmholtz_impedance_positive_FNO+LearnedLocalTC_19,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_positive,MiNO-Core,,,1,0.3920293425520261,0.0,0.3920293425520261,7,helmholtz_impedance_positive_MiNO-Core_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_positive,MiNO-Plus,,,1,0.22799683610598245,0.0,0.22799683610598245,7,helmholtz_impedance_positive_MiNO-Plus_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_positive,UNO,,,3,0.05442097079043774,0.0020599217998859246,0.05150825096025807,7,helmholtz_impedance_positive_UNO_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_impedance_positive,WNO-style,,,3,0.09050587032357452,0.001093764591350409,0.08944279694913466,7,helmholtz_impedance_positive_WNO-style_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_control,Conv-FNO,,,3,0.06990507762301029,0.0020750270782211653,0.06698753557245894,11,helmholtz_multimodal_control_Conv-FNO_11,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_control,FNO,,,3,0.11563705634914882,0.00016079294284353677,0.11543301081684916,11,helmholtz_multimodal_control_FNO_11,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_control,FNO+LearnedLocalTC,,,3,0.11648078493679032,0.0002593307442898578,0.11613420377623355,7,helmholtz_multimodal_control_FNO+LearnedLocalTC_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_control,MiNO-Core,,,1,0.5154258335630099,0.0,0.5154258335630099,7,helmholtz_multimodal_control_MiNO-Core_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_control,MiNO-Plus,,,1,0.5002094705899557,0.0,0.5002094705899557,7,helmholtz_multimodal_control_MiNO-Plus_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_control,UNO,,,3,0.06270225181106436,0.02595112570776765,0.03961429595815649,7,helmholtz_multimodal_control_UNO_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_control,WNO-style,,,3,0.10528105500417914,0.0008503108497524646,0.10452110282302653,7,helmholtz_multimodal_control_WNO-style_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_positive,Conv-FNO,,,3,0.5195128724424242,0.0028882528980586856,0.5161707954089935,7,helmholtz_multimodal_positive_Conv-FNO_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_positive,FNO,,,3,0.6653197323810072,0.001445461498489925,0.6638725895363956,19,helmholtz_multimodal_positive_FNO_19,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_positive,FNO+LearnedLocalTC,,,3,0.6271386066784176,0.025200002539582184,0.6089352385077609,19,helmholtz_multimodal_positive_FNO+LearnedLocalTC_19,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_positive,MiNO-Core,,,1,0.9070967584848404,0.0,0.9070967584848404,7,helmholtz_multimodal_positive_MiNO-Core_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_positive,MiNO-Plus,,,1,0.8863203028837839,0.0,0.8863203028837839,7,helmholtz_multimodal_positive_MiNO-Plus_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_positive,UNO,,,3,0.4067971156696253,0.032342866026919125,0.3643721177993351,7,helmholtz_multimodal_positive_UNO_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_multimodal_positive,WNO-style,,,3,0.5862138208017144,0.002556451170621594,0.5827182160813019,7,helmholtz_multimodal_positive_WNO-style_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_control,Conv-FNO,,,3,0.037283090441679136,0.002047012061299601,0.03555165345826016,11,helmholtz_partial_control_Conv-FNO_11,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_control,FNO,,,3,0.051970922117772926,0.0011781192205633543,0.050678869316121554,11,helmholtz_partial_control_FNO_11,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_control,FNO+LearnedLocalTC,,,3,0.049416107890487525,0.0009315370647494905,0.048424099592423255,11,helmholtz_partial_control_FNO+LearnedLocalTC_11,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_control,MiNO-Core,,,1,0.2334063140054544,0.0,0.2334063140054544,7,helmholtz_partial_control_MiNO-Core_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_control,MiNO-Plus,,,1,0.18891661738355955,0.0,0.18891661738355955,7,helmholtz_partial_control_MiNO-Plus_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_control,UNO,,,3,0.041899147502771523,0.0031441218673580983,0.03833514141413621,19,helmholtz_partial_control_UNO_19,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_control,WNO-style,,,3,0.047561514173969685,0.0008151910236801846,0.04689156188211576,19,helmholtz_partial_control_WNO-style_19,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_positive,Conv-FNO,,,3,0.26831984941833453,0.00932305372508729,0.2552245961211188,19,helmholtz_partial_positive_Conv-FNO_19,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_positive,FNO,,,3,0.4532271880080144,0.003001282642889313,0.44949221947409357,19,helmholtz_partial_positive_FNO_19,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_positive,FNO+LearnedLocalTC,,,3,0.4007641342734864,0.001656219216898484,0.3984641928632451,19,helmholtz_partial_positive_FNO+LearnedLocalTC_19,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_positive,MiNO-Core,,,1,0.49598325540622074,0.0,0.49598325540622074,7,helmholtz_partial_positive_MiNO-Core_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_positive,MiNO-Plus,,,1,0.4668480455875397,0.0,0.4668480455875397,7,helmholtz_partial_positive_MiNO-Plus_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_positive,UNO,,,3,0.19733562431487164,0.011005409921118063,0.18409832405132534,7,helmholtz_partial_positive_UNO_7,generated/benchmark_stage1_breadth
one_step_benchmark,helmholtz_partial_positive,WNO-style,,,3,0.3164870305703527,0.0029528407838637512,0.31325797778250136,11,helmholtz_partial_positive_WNO-style_11,generated/benchmark_stage1_breadth
