ablation,batch_size,best_val_loss,campaign,canonical_loss_weight,core_field_weight,core_warmup_epochs,dissipative_symbol_scale,dissipative_time_step,effective_metadata_flow_loss_weight,epochs,family,final_train_canonical_consistency,final_train_core_field_loss,final_train_core_warmup_loss,final_train_highfreq_core_loss,final_train_metadata_flow_loss,final_train_packet_space_loss,final_train_residual_energy,final_train_route_l1,final_train_symbol_order_loss,final_train_symbol_proxy,final_train_transport_proxy,frame_type,freeze_refinement_epochs,grad_clip_norm,height,highfreq_core_loss_weight,highfreq_cutoff,in_channels,learning_rate,local_refine_scale,loss_config,max_modes,max_test_samples,max_train_samples,max_val_samples,metadata_flow_loss_weight,mode_strategy,model,model_variant,oom_fallback,out_channels,packet_space_loss_weight,parameters,patch_size,pdo_symbol_order,pdo_symbol_scale,proxy_temperature,reference_source,refine_lowpass_cutoff,regime,requested_batch_size,residual_energy_weight,route_bias_init,route_l1_weight,row_type,run_id,runtime_seconds,scenario,seed,skip_lowpass_cutoff,source_kind,sparse_topk,stride,symbol_order,symbol_order_loss_weight,symbol_order_target,symbol_proxy_weight,test_canonical_flow_error,test_core_relative_l2,test_dissipative_multiplier_mean,test_dissipative_symbol_norm,test_high_frequency_relative_error_proxy,test_loss,test_metadata_shift_norm,test_packet_consistency,test_packet_wavefront_localization_error,test_pdo_identity_norm,test_pdo_identity_order_proxy,test_phase_error,test_raw_refine_correction_norm,test_refine_correction_norm,test_refine_high_frequency_fraction,test_refine_lowpass_removed_norm,test_refine_relative_energy,test_refinement_energy,test_relative_l2,test_residual_energy,test_route_mean,test_sobolev_h1_error_proxy,test_sobolev_h2_error_proxy,test_symbol_budget,test_symbol_error_proxy,test_symbol_order_proxy,test_symbol_order_scaling_error_proxy,test_symplectic_defect_proxy,test_tokenizer_active_fraction,test_tokenizer_covering_radius,test_tokenizer_phase_window_diameter,test_tokenizer_reconstruction_error,test_transport_budget,test_transported_input_norm,test_transported_input_shift_norm,test_transported_landing_gate,test_transported_landing_norm,test_transported_synthesis_shift_norm,test_wavefront_confidence_proxy,test_wf_transport_error_proxy,token_refine_scale,transport_highpass_cutoff,transport_parameterization,transport_proxy_weight,transport_stencil,transported_decoder_channels,transported_decoder_scale,transported_decoder_transport_gate,transported_input_scale,transported_synthesis_mode,transported_synthesis_scale,wavefront_confidence_scale,weight_decay,width,window_type
identity_transport,2,3.0585198601329466e-05,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,3.388407124778799e-05,0.0,2.744172009746156e-05,1.0,0.001974402335084354,2.3476369112596096e-10,0.0063021470365735395,0.08146502853681643,0.08518154329309861,0.08595640258863568,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,1062677,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_two_packet_no_interaction_proxy_0p20_0p05_identity_transport_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,189.4232886000009,wave_two_packet_no_interaction,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.01609968952834606,0.053118323907256126,1.0,0.0,0.2610495612025261,3.057459116462269e-05,0.0,129973.591796875,0.0025066067173611373,0.0,0.0,1.2097823172807693,0.00014093554818828125,0.00010123560150532285,1.1141603408134379e-14,9.804929686652031e-05,2.3095348897217427e-10,2.3095348897217427e-10,0.053117739502340555,2.3095348897217427e-10,0.006286423478741199,0.055183122865855694,0.056004331447184086,0.8149456543227037,0.8149456543227037,0.2864236291497946,1.934748187661171,0.0,0.7631536796689034,0.25,1.0774961709976196,0.6170949414372444,0.19066691181312004,6.451000511646271,1.7154435909105814e-05,,5.772732794284821,2.6694513621805527e-07,1.3321843147277832,0.0007135046835173853,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
identity_transport,2,3.267979582233238e-05,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,3.277574023741181e-05,0.0,2.498927915439708e-05,1.0,0.001943715731613338,2.6968422518295715e-10,0.006333607607909168,0.036428626937170826,0.08569486190875371,0.0859727873466909,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,1062677,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_two_packet_no_interaction_proxy_0p20_0p05_identity_transport_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,172.74250459999894,wave_two_packet_no_interaction,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.01609968952834606,0.054565517231822014,1.0,0.0,0.20156119391322136,3.2260207717627054e-05,0.0,118411.9853515625,0.0022581680677831173,0.0,0.0,1.238858312368393,0.00017298515740549192,0.00010881320304179098,1.3332250626542049e-14,0.00013447356832330115,2.668068474487306e-10,2.668068474487306e-10,0.05456409137696028,2.668068474487306e-10,0.006348296243231744,0.055249190889298916,0.055737681686878204,0.8862950764596462,0.8862950764596462,0.19020838911334673,1.8589307814836502,0.0,0.7692920714616776,0.25,1.0774961709976196,0.6212729960680008,0.22719165465484062,6.462289810180664,1.7176280607600347e-05,,5.928695797920227,2.3191975451197777e-07,1.3321843147277832,0.0004312324781494681,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
no_transport_no_carrier,2,0.007666672405321151,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.00788270560830521,0.0,0.0072023591977388906,1.0,0.0012050904527616997,2.179889149189762e-07,0.0063845434342511,0.030200349593845505,0.08183925319463015,0.08597371339177091,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,349913,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_two_packet_no_interaction_proxy_0p20_0p05_no_transport_no_carrier_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,59.45615389999875,wave_two_packet_no_interaction,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.01609968952834606,0.8413438871502876,1.0,0.0,1.3660518825054169,0.007668715144973248,0.0,1085315.90625,0.20037285424768925,0.0,0.0,1.4433542490005493,0.0016487575485371053,0.0016345018811989576,2.1991837011533935e-14,0.00021629044931614771,6.022324550158942e-08,6.022324550158942e-08,0.8412852361798286,6.022324550158942e-08,0.006442082754801959,0.8445734158158302,0.8476611226797104,0.9997988094886144,0.9997988094886144,0.1713454775745049,3.856229394674301,0.0,0.758769117295742,0.25,1.0774961709976196,0.6156100779771805,0.0,0.0,0.0,,0.0,0.0,0.0,0.10056761000305414,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
no_transport_no_carrier,2,0.007089275517500937,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.007271169063945611,0.0,0.0066571319960833835,1.0,0.0009020851151338624,3.637082706120509e-07,0.006405473783767472,0.11694739681358139,0.08045667099455993,0.08595640351995826,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,349913,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_two_packet_no_interaction_proxy_0p20_0p05_no_transport_no_carrier_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,55.67881789999956,wave_two_packet_no_interaction,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.01609968952834606,0.8081810623407364,1.0,0.0,1.6264955401420593,0.0070740386145189404,0.0,760627.6875,0.10560607817023993,0.0,0.0,1.432569682598114,0.0048290067934431136,0.004756815440487117,2.3545600368659334e-14,0.0008318642649101093,5.099007722719762e-07,5.099007722719762e-07,0.8080233931541443,5.099007722719762e-07,0.00639093853533268,0.8121329471468925,0.8161054477095604,1.1040433781842391,1.1040433781842391,0.34282762215783197,4.312541842460632,0.0,0.7631536796689034,0.25,1.0774961709976196,0.6170949414372444,0.0,0.0,0.0,,0.0,0.0,0.0,0.11976489890366793,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
no_transport_no_carrier,2,0.007487143739126623,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.008053637468644107,0.0,0.0072509148546184106,1.0,0.0011172047888976522,9.634811659609e-08,0.006405919411918148,0.04535366043758889,0.08126510012273987,0.08597278657058875,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,349913,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_two_packet_no_interaction_proxy_0p20_0p05_no_transport_no_carrier_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,64.2128816000004,wave_two_packet_no_interaction,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.01609968952834606,0.8352291211485863,1.0,0.0,1.2476283013820648,0.007558303535915911,0.0,601610.2890625,0.17682034894824028,0.0,0.0,1.3003304153680801,0.0004056102225149516,0.0003914134649676271,1.832305885489415e-14,0.000106356503238203,3.4529627490620385e-09,3.4529627490620385e-09,0.8352162763476372,3.4529627490620385e-09,0.0065799475414678454,0.8377417773008347,0.8401359394192696,0.9198448906342188,0.9198448906342188,0.20345511908332506,3.7098410427570343,0.0,0.7692920714616776,0.25,1.0774961709976196,0.6212729960680008,0.0,0.0,0.0,,0.0,0.0,0.0,0.09021779801696539,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
randomized_metadata,2,0.00850429106503725,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.008465511569132408,0.0,0.008405728401460996,979.1403668721517,0.002031342218591211,3.1826278880838408e-09,0.006414679693989456,0.001401063178491313,0.13047912375380596,0.0198029043385759,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,1062677,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_two_packet_no_interaction_proxy_0p20_0p05_randomized_metadata_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,178.11989360000007,wave_two_packet_no_interaction,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.4594760313630104,0.8830831423401833,1.0,0.0,1.9779666811227798,0.008597296546213329,0.4599880203604698,667312.0546875,0.37929633632302284,0.0,0.0,1.522900253534317,0.00039715817183605395,0.0003937387009500526,2.6952918195085674e-15,5.200212353884126e-05,3.493358130546298e-09,3.493358130546298e-09,0.8906703293323517,3.493358130546298e-09,0.006424444727599621,0.8885000646114349,0.8935698717832565,0.8789655528962612,0.8789655528962612,0.0372915423164765,4.699619233608246,0.0,0.758769117295742,0.25,1.0774961709976196,0.6156100779771805,0.1560006683381895,3.6469704508781433,7.270797848701477,,4.273231685161591,1.8981645703315735,0.0,0.19303742982447147,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
randomized_metadata,2,0.008353208191692829,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.008413230127189308,0.0,0.008371095755137503,989.1918067932129,0.002032036500168033,5.109145245763003e-09,0.0064155431076263385,0.006240514252567664,0.13072081996748844,0.018701958120800555,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,1062677,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_two_packet_no_interaction_proxy_0p20_0p05_randomized_metadata_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,189.71672600000056,wave_two_packet_no_interaction,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.45513083785772324,0.8940224871039391,1.0,0.0,2.006347730755806,0.008452446782030165,0.45541707426309586,594209.375,0.3957814425230026,0.0,0.0,1.4989143908023834,0.0005246377913863398,0.0005240326208877377,4.973071411376156e-15,2.515120922907954e-05,6.187903855980892e-09,6.187903855980892e-09,0.8831977620720863,6.187903855980892e-09,0.006449266045819968,0.8996269702911377,0.9047553986310959,0.838380716741085,0.838380716741085,0.08061332129485284,4.432543873786926,0.0,0.7631536796689034,0.25,1.0774961709976196,0.6170949414372444,0.15251792346437773,3.7394766211509705,7.239316642284393,,4.16380649805069,1.5520907044410706,0.0,0.19296200200915337,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
randomized_metadata,2,0.008325623697601259,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.008477143206012746,0.0,0.008450061218657842,985.1686325073242,0.002032326126936823,5.963266512531984e-10,0.006410614800794671,0.0034610805936002484,0.13083740696310997,0.018377491389401257,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,1062677,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_two_packet_no_interaction_proxy_0p20_0p05_randomized_metadata_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,179.92833120000068,wave_two_packet_no_interaction,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.45926397293806076,0.881119467318058,1.0,0.0,1.8078829944133759,0.008598335436545312,0.459513109177351,681388.8515625,0.41247420385479927,0.0,0.0,1.5094639956951141,0.00017619160462345462,0.0001579840372869512,4.305671599982272e-15,7.800186267559184e-05,5.6241286627845e-10,5.6241286627845e-10,0.8906876966357231,5.6241286627845e-10,0.006399241741746664,0.8856157809495926,0.8899917900562286,0.8968255954484144,0.8968255954484144,0.05954615247901529,4.7495198249816895,0.0,0.7692920714616776,0.25,1.0774961709976196,0.6212729960680008,0.19378031603991985,3.3402525186538696,7.1690568923950195,,3.8826751708984375,1.5687597841024399,0.0,0.16126295272260904,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
no_symbol,2,1.080178606116533e-05,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,3.328098087725569e-05,0.0,2.640202050467148e-05,2.033901233744473e-05,0.0019171592478717987,2.545906651006217e-10,0.006339835565692435,0.0,0.08385201124474406,0.08613227556149165,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,857621,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_two_packet_no_interaction_proxy_0p20_0p05_no_symbol_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,167.7828324000002,wave_two_packet_no_interaction,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,5.608036053672549e-05,0.03130466607399285,1.0,0.0,0.17483751848340034,1.0625622280713287e-05,0.016112910816445947,164145.759765625,0.0007216771773528308,0.0,0.0,1.272748053073883,0.00013646109073306434,0.00010786170059873257,1.0982608759429406e-14,8.359115054190625e-05,2.621573305661151e-10,2.621573305661151e-10,0.03130445466376841,2.621573305661151e-10,0.006443810532800853,0.03245464991778135,0.033355371095240116,0.0,0.0,0.0,2.5770487189292908,0.0,0.758769117295742,0.25,1.0774961709976196,0.6156100779771805,0.6459500472992659,5.693764567375183,5.628853917121887,,1.7610452473163605,0.43494872748851776,1.269495685895284,0.0007018398318905383,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
no_symbol,2,8.776845106694964e-06,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,1.0529619392703657e-05,0.0,7.019814972863969e-06,3.7944077367531768e-06,0.0018989378368132748,1.5414715048382247e-10,0.006305618124315515,0.0,0.08445397096996506,0.08611621723199885,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,857621,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_two_packet_no_interaction_proxy_0p20_0p05_no_symbol_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,160.4825680999984,wave_two_packet_no_interaction,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,2.2859696173327393e-05,0.028555293567478657,1.0,0.0,0.14975984953343868,8.839683459882508e-06,0.016098338644951582,98492.5986328125,0.0007700205605942756,0.0,0.0,1.2766780257225037,0.00011765190174628515,8.339915802935138e-05,6.72042446623388e-15,8.298494958580704e-05,1.567302745919541e-10,1.567302745919541e-10,0.02855517785064876,1.567302745919541e-10,0.0063518889946863055,0.029369156807661057,0.029962382977828383,0.0,0.0,0.0,2.1506586372852325,0.0,0.7631536796689034,0.25,1.0774961709976196,0.6170949414372444,0.46304903738200665,5.669194161891937,5.610606074333191,,1.724176287651062,0.3458061143755913,1.2998191838463147,0.00036855223152088,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
no_symbol,2,1.289141812321759e-05,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,1.27521140408741e-05,0.0,8.254498141013755e-06,3.8348824157689405e-06,0.0018683740757599783,9.006298065545686e-11,0.0063384456346587585,0.0,0.08425015723332763,0.08613617702697714,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,857621,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_two_packet_no_interaction_proxy_0p20_0p05_no_symbol_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,163.44499449999967,wave_two_packet_no_interaction,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,2.2503268155560363e-05,0.034366950392723083,1.0,0.0,0.1963221486657858,1.2803552863260848e-05,0.016098705818876624,155196.392578125,0.0009788800671231002,0.0,0.0,1.2922306954860687,0.00012641854300454725,6.220158138603438e-05,4.290750002885644e-15,0.00011005724991264287,8.718269942781243e-11,8.718269942781243e-11,0.034366169944405556,8.718269942781243e-11,0.006382739637047052,0.035872156731784344,0.03696284117177129,0.0,0.0,0.0,2.631757140159607,0.0,0.7692920714616776,0.25,1.0774961709976196,0.6212729960680008,0.5644539513935646,5.6852739453315735,5.629601240158081,,1.7418533265590668,0.45459477975964546,1.2850050404667854,0.0006750365064362995,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
full,2,0.0001809002715162933,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.0002124351152209177,0.0,0.0001290143000005628,0.0,0.021012240186488878,1.304205007879311e-09,0.006348162210391213,0.024072262943567086,0.058673914444322385,0.06763193019044896,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,1062677,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_variable_speed_nocaustic_proxy_0p20_0p05_full_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,174.05342029999883,wave_variable_speed_nocaustic,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.008759675081819296,0.06991815147921443,1.0,0.0,0.659696452319622,0.0002436688246234553,0.008759675081819296,12165.823711678386,0.007385277887806296,0.0,0.0,1.3358145505189896,0.0006241065566428006,0.0004609913630702067,2.0867070854720896e-14,0.00038130216853460297,1.3195779677288577e-09,1.3195779677288577e-09,0.06991122383624315,1.3195779677288577e-09,0.006336481019388884,0.07249724306166172,0.07440088503062725,1.0885804072022438,1.0885804072022438,-0.1026676759744684,0.8563455790281296,0.0,0.8809789419174194,0.25,1.0774961709976196,4.721535868942738,0.2498282433177034,8.393645167350769,4.623380184173584,,3.8393687158823013,0.598394364118576,1.3727395708362262,0.002317813487024978,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
